ID,Movie Name,Year,Timing(min),Rating(10),Votes,Genre,Language
tt0257242,Ulagam Ivvalavuthan,1969,-,-,-,-,tamil
tt4189124,John Player's Gold Leaf Thrill Seekers,2000 TV Movie,25 min,-,-,"Reality-TV, Sport            ",urdu
tt9526202,Naya Jerusalem,2018,-,-,-,"Short, Music            ",nepali
tt0268131,Alag Alag,1985,174 min,6.3,84,"Family, Musical, Romance            ",hindi
tt0186854,Bangaru Bhoomi,1982,141 min,4.8,11,-,telugu
tt1472176,Swarnam,2008,148 min,2.8,8,Drama            ,malayalam
tt5544524,Sondhi,1987,156 min,-,-,"Drama, Family, Musical            ",bengali
tt14253736,Nee Tata Naa Birla,2008,152 min,-,-,Drama            ,kannada
tt7158996,Banglar Bodhu,1998,159 min,-,-,Romance            ,bengali
tt1385965,Rajadurai,1993,152 min,-,-,-,hindi
tt2358060,Jai,I 2004,-,5.2,33,Romance            ,telugu
tt0361411,Bride & Prejudice,2004,122 min,6.2,"20,048","Comedy, Drama, Musical            ",punjabi
tt4851630,Maheshinte Prathikaaram,2016,120 min,8.3,"7,126","Comedy, Drama, Thriller            ",malayalam
tt1877589,Christian Brothers,2011,-,4.8,687,"Action, Drama, Thriller            ",malayalam
tt12728388,Zindagi Mumbai,2020,-,-,-,Drama            ,hindi
tt7740630,Jeevitha Nauka,1977,-,-,-,Drama            ,telugu
tt2808268,Kali Dada,1987,-,-,-,Action            ,hindi
tt2808266,Kanoon Kanoon Hai,1987,-,-,-,Action            ,hindi
tt1402551,Rowdy Ranganna,1968,-,8.3,13,-,kannada
tt8006254,Anntar,2019,-,-,-,Drama            ,marathi
tt8094276,Endharor Bheta Bhangi...,2018,12 min,-,-,"Short, Drama            ",assamese
tt0358101,Sant Bahinabai,1953,-,-,-,-,marathi
tt3460084,Jalaibee,2015,117 min,6.6,936,"Action, Crime, Thriller            ",oriya
tt7210122,Azmaish: A Journey Through the Subcontinent,2017,85 min,6.7,30,Documentary            ,urdu
tt10178234,Rajsadan,2017,111 min,-,-,Thriller            ,marathi
tt1495940,Shubha Muhurtam,1983,-,-,-,-,telugu
tt0273804,Mehndi,1998,153 min,3.4,294,Drama            ,hindi
tt14434022,Madhura Wines,2021,-,-,-,Drama            ,telugu
tt4192542,Babanchi Shala,2016,118 min,7.8,15,Drama            ,marathi
tt0215890,'Ferry',1954,128 min,5.8,28,"Drama, Family            ",hindi
tt7317342,Call for Fun,2017,126 min,5.6,36,Comedy            ,hindi
tt3458594,Mahasharana Haralayya,2014,-,-,-,"Biography, History            ",kannada
tt8911858,Naya Pakistan with Talat Hussain,2015– ,-,-,-,Talk-Show            ,urdu
tt1305046,Marvi,1963,-,-,-,-,urdu
tt3874870,Abichar,1981,122 min,-,-,Thriller            ,bengali
tt0257390,Amaradeepam,1977,-,-,-,-,telugu
tt0069737,Distant Thunder,1973,101 min,8.1,"1,315",Drama            ,bengali
tt0317937,Naagamadhathu Thampuratti,1982,144 min,6.1,8,-,malayalam
tt0358942,Apna Khoon,1978,-,5.7,15,"Action, Comedy, Crime            ",hindi
tt14245420,Do Hathkariyan,1980,-,-,-,-,punjabi
tt2008498,Do Numbri,1998,139 min,3.9,23,Action            ,hindi
tt3177630,Nirakar Chhaya,2007,82 min,7.5,8,Drama            ,hindi
tt3238282,Yeh Ishq Ishq Hain,1997,-,-,-,Romance            ,hindi
tt14476026,Shiva Parvathi,1950,-,-,-,Drama            ,kannada
tt1019960,Sat Bhai Chompa,1968,-,8.4,26,"Drama, Family, Fantasy            ",bengali
tt0138315,Basant,1942,146 min,6.8,21,"Drama, Musical            ",hindi
tt1575526,Deevinchandi,2001,-,6.5,12,Drama            ,telugu
tt0166175,East Is East,1999,96 min,6.9,"17,241","Comedy, Drama            ",urdu
tt0262658,O Adadi O Magadu,1982,-,-,-,-,telugu
tt10623524,Chal Mera Putt,2019,124 min,7.3,960,"Comedy, Drama            ",punjabi
tt11423348, Alif Laila,1997–2002,-,-,-,"Adventure, Fantasy            ",urdu
-,Makudi,2021,-,-,-,Drama            ,malayalam
tt0287081,Ustadon Ke Ustad,1998,139 min,4.5,38,"Action, Drama            ",hindi
tt9356866,Bhajiwali Sakhu Havaldar Bhiku,2000,-,-,-,Comedy            ,marathi
tt5655954,Vetrivel,2016,141 min,6.1,293,Drama            ,tamil
tt0363725,Joutuk,1958,-,7.3,7,Family            ,bengali
tt14123898,Hashtag Prem,2021,-,-,-,Romance            ,marathi
tt0249185,Thinkalazhcha Nalla Divasam,1985,126 min,7.2,135,Drama            ,malayalam
tt7319494,Vettai Karuppar Ayya,2017,-,8.2,18,Horror            ,tamil
tt2667690,Kammath & Kammath,2013,160 min,3.6,416,"Action, Comedy            ",malayalam
tt4616454,Footpath Ni Rani,1984,-,-,-,Drama            ,hindi
tt1579870,Rambha Neeku Oorvasi Naaku,2005,114 min,-,-,Romance            ,telugu
tt0353155,Aazhikkoru Muthu,1989,-,-,-,-,malayalam
tt0369212,Abu Kaliya,1990,-,-,-,"Action, Crime, Mystery            ",hindi
tt11423036, Alif Laila,1997–2002,-,-,-,"Adventure, Fantasy            ",urdu
tt13773494,Compromise,2018,-,-,-,Drama            ,hindi
tt1360118,Anna Attige,1974,142 min,-,-,-,kannada
tt1603806,But Taraash,1951,-,-,-,Drama            ,urdu
tt0266570,Ganga Sati,1979,138 min,-,-,Drama            ,gujarati
tt3474468,Bangaaru KodiPetta,2014,179 min,4.6,34,"Comedy, Crime, Romance            ",telugu
tt0231506,Duniya Nachegi,1967,151 min,-,-,-,hindi
tt6371116,Asamajhdari,2016 TV Movie,47 min,-,-,Family            ,nepali
tt4110568,Dil Dhadakne Do,2015,170 min,6.9,"15,377","Comedy, Drama, Romance            ",hindi
tt0290463,Bidesiya,1963,155 min,8.1,16,-,bhojpuri
tt2421260,The Bankrupts,2014,105 min,-,-,"Comedy, Drama, Family            ",hindi
tt13445924,The Incomplete Man,2021,-,-,-,"Drama, Thriller            ",hindi
tt2258337,Eega,2012,145 min,7.7,"21,675","Action, Comedy, Fantasy            ",telugu
tt0320421,Sathyaa,1988,147 min,7.8,705,"Action, Crime, Drama            ",telugu
tt0155789,Kadolara Kavithaigal,1986,-,7.3,84,-,tamil
-,Janam,,-,-,-,Biography            ,hindi
tt12467352,Vidhan,2020,84 min,-,-,Romance            ,hindi
tt7387300,Oru Adaar Love,2019,145 min,5.5,"2,181","Comedy, Romance            ",telugu
tt10331574,SOS Talk,2015,132 min,-,-,Drama            ,hindi
tt12867832, Churails,2020– ,-,8.2,64,"Drama, Mystery, Thriller            ",oriya
tt7794044,Dha Dha 87,2019,142 min,4.2,34,"Action, Drama            ",tamil
tt0247919,Ambikapathy,1957,187 min,6.3,19,-,tamil
tt9044650,Bonus,2020,121 min,7.6,285,Drama            ,marathi
tt10984990,Jolly Boy,2011,-,-,-,Romance            ,kannada
tt3648170,Shahi Farman,1961,-,-,-,Action            ,hindi
-,Couching Tiger Mannu,,-,-,-,Comedy            ,hindi
tt7066030,Boss 2,2017,136 min,5.0,479,Action            ,bengali
tt0309778,Kony,1984,131 min,7.4,135,"Drama, Sport            ",bengali
tt0275378,Gorilla,1985,-,-,-,-,malayalam
tt1587231,Niskriti,1978,-,-,-,Drama            ,bengali
tt6346954,Shor Se Shuruaat,2016,125 min,6.7,142,Drama            ,hindi
tt0353237,Bhoomika,1991,125 min,5.3,9,Drama            ,malayalam
tt0288091,Krishna Leelalu,1959,-,5.1,7,"Musical, Drama, Family            ",telugu
tt0266400,Chandrasena,1935,136 min,4.2,10,Adventure            ,hindi
tt8972488,Widow of Silence,2018,85 min,6.9,108,Drama            ,oriya
tt0813996,Alag: He Is Different.... He Is Alone...,2006,123 min,3.8,"1,164","Action, Drama, Fantasy            ",hindi
tt5308356,Daan Dahej,1978,-,-,-,Drama            ,hindi
tt3055270,Khoka 420,2013,158 min,4.5,243,"Action, Drama, Romance            ",bengali
tt6077518, Coke Studio,2008– ,-,8.5,6,Music            ,urdu
tt0356089,Sundarmare Sookshikkuka,1995,111 min,-,-,-,malayalam
tt3885714,Karthikeya,2014,113 min,7.4,"1,540","Mystery, Thriller            ",telugu
tt0156254,Adhi Raat Ke Baad,1965,137 min,6.6,28,"Action, Drama, Mystery            ",hindi
tt0439662,Fanaa,2006,168 min,7.2,"31,167","Action, Drama, Romance            ",hindi
tt0230668,Pujarini,1935,-,-,-,-,hindi
tt0378295,Magic House,1935,-,-,-,-,hindi
tt10102192,Nadhoo Khan,2019,136 min,4.3,64,Drama            ,punjabi
tt10419042,AB Aani CD,2020,120 min,6.6,137,Comedy            ,marathi
tt12183088,Shama,1976,-,-,-,Drama            ,urdu
-,Jhaptal,,-,-,-,"Documentary, Music            ",urdu
-,Sajai Na Doli,2021,-,-,-,Family            ,bhojpuri
tt0059417,Mahapurush,1965,65 min,7.3,"1,118",Comedy            ,bengali
tt0330779,Potti Pleader,1966,168 min,6.8,6,-,telugu
tt9179036,Maryam Pereira,2018– ,-,8.0,7,"Drama, Romance            ",oriya
tt0390286,Naag Devata,1962,-,-,-,"Adventure, Drama, Fantasy            ",telugu
tt1445699,Nivurigappina Nippu,1982,-,-,-,-,telugu
tt8116540,21 Diamonds,2018,122 min,-,-,"Action, Crime, Thriller            ",malayalam
tt10229844,Pettredutha Pillai,1993,101 min,-,-,-,tamil
tt5224194,Brinda,2007,-,-,-,Drama            ,marathi
tt8374226,Muglan,2005,-,8.6,18,Drama            ,nepali
tt0281279,Thirumul Kazcha,1976,-,-,-,-,malayalam
tt11268780,Ame Pardeshi Paan,1976,-,-,-,Drama            ,gujarati
tt0119295,Himalay Putra,1997,-,5.0,126,"Drama, Romance            ",hindi
-,Raado,2021,-,-,-,Thriller            ,gujarati
tt9788068,Seetapati Samsaram,1978,-,-,-,Comedy            ,telugu
tt4667058,Diyar-e-Dil,2015– ,-,9.1,712,"Drama, Family, Romance            ",oriya
tt13155602,Pokari Raja,2017,-,-,-,Drama            ,kannada
tt1144441,Qatil Haseeno Ka,2001,113 min,3.5,6,Crime            ,hindi
tt4080716,Sanchari,2010,-,-,-,Action            ,kannada
tt6160932,Chhakka Panja,2016,130 min,6.4,190,"Comedy, Drama, Family            ",nepali
-,Godavari,,105 min,-,-,Drama            ,marathi
tt3592082,Punjabian Da King,2015,107 min,7.1,44,"Action, Drama, Musical            ",punjabi
tt0252185,Aana Valarthiyal Vanampady,1959,-,-,-,-,malayalam
tt12200652,Bhannat Bhanu,1982,-,-,-,Drama            ,marathi
tt0107376,Latcho Drom,1993,103 min,8.2,"1,902","Documentary, Music            ",rajastani
tt0886539,Luck by Chance,2009,156 min,7.1,"9,587",Drama            ,hindi
tt9034602,1948 Kaalam Paranjathu,2019,133 min,-,-,"Drama, History            ",malayalam
tt9319884,Lakshmi's NTR,2019,152 min,6.7,558,Drama            ,telugu
tt5820112,Nishan,1977,-,-,-,"Drama, Fantasy            ",bengali
tt0260077,Hotel,1981,135 min,6.2,94,"Horror, Mystery            ",hindi
tt0216816,Hum Kisi Se Kum Nahin,1997,-,2.3,24,-,urdu
tt0155765,Ithiri Poove Chuvannapoove,1984,-,7.0,25,"Crime, Drama            ",malayalam
tt9014992,Kattukulle Thiruvizha,1985,95 min,-,-,Drama            ,tamil
tt7748478,Aamhi Doghi,2018,140 min,7.6,250,Drama            ,marathi
tt0105599,Tirangaa,1992,168 min,6.9,"1,847","Action, Drama, Thriller            ",hindi
tt0352645,Niramulla Ravulkal,1986,-,-,-,-,malayalam
tt2881510,Badnam Gali,1990,-,-,-,Thriller            ,hindi
tt3428558,Satta,2004,-,-,-,Action            ,telugu
-,Red Earth,II,95 min,-,-,Drama            ,marathi
tt0176012,Patthar Ke Sanam,1967,136 min,6.6,139,"Action, Drama, Musical            ",hindi
tt4885314,Waqt Karta Jo Wafa,2005,-,-,-,Drama            ,hindi
tt2294475,Alegalu,2012,92 min,7.9,23,"Action, Adventure, Drama            ",kannada
tt7576032,Chippy,2017,121 min,-,-,Drama            ,malayalam
tt2180457,Lost Mother,2010,85 min,-,-,Drama            ,bengali
tt9676182,This Shaking Keeps Me Steady,2018,61 min,-,-,Documentary            ,urdu
tt0409724,Bardaasht,2004,155 min,5.9,651,"Action, Drama, Thriller            ",hindi
tt0177504,Aaja Sanam,1968,121 min,6.7,14,"Drama, Romance            ",hindi
tt0213928,Naya Raasta,1953,-,-,-,-,hindi
tt13114138,Thikachum Swabhavikam,2019,6 min,-,-,"Short, Drama            ",malayalam
tt0268469,Mudhra Mothiram,1978,135 min,-,-,-,malayalam
-,Negative,III,-,-,-,Thriller            ,telugu
tt0232745,Swarg Ki Sidhi,1935,-,-,-,-,hindi
tt3671424,Main Inteqam Loongi,1995,-,-,-,-,hindi
tt4483848,Syeedia Haal,2015,16 min,-,-,"Documentary, Short            ",urdu
tt0353635,Konjum Kumari,1963,-,-,-,-,tamil
tt0157432,C.I.D,1965,172 min,6.2,13,"Action, Drama, Romance            ",telugu
tt0326745,Baaghi,2000,156 min,4.2,202,"Action, Crime, Drama            ",hindi
tt3592020,Neighbours,I 2014,125 min,3.2,42,Horror            ,hindi
tt5811810,Momer Alo,1968,-,-,-,Drama            ,bengali
tt0242721,Nav Durga,1953,-,-,-,-,hindi
tt4112402,Lal Bahadur & Shastri,2014,108 min,5.3,101,Thriller            ,malayalam
tt8232168,Chintamani,1937,215 min,-,-,"Biography, Drama, Family            ",tamil
tt0448374,Bandhan Baahon Ka,1988,-,-,-,"Drama, Romance            ",hindi
tt1702574,Panj Darya,1968,-,-,-,Musical            ,punjabi
tt9150954,Gan Gaulan,1969,-,-,-,Drama            ,marathi
tt4665344,Chor Bazaari,2015,107 min,4.7,22,Comedy            ,hindi
tt1279232,Nampalli Nagu,1986,-,8.4,53,-,telugu
tt0373959,Kangan,1971,139 min,6.6,16,Drama            ,hindi
-,The Legend of Maula Jatt,2021,153 min,-,-,"Action, Drama, Fantasy            ",punjabi
tt8358960,Prema Oka Maikam,2013,145 min,-,-,Romance            ,telugu
tt11646336,Dakor Na Thakor,2007,-,-,-,Drama            ,gujarati
tt7253188,Kala Viplavam Pranayam,2018,121 min,4.6,117,"Action, Drama, Thriller            ",malayalam
tt0297781,Bhanwar,1976,135 min,6.2,24,"Drama, Romance            ",hindi
tt0231795,Insaaf,1956,-,-,-,Drama            ,hindi
tt2497692,Mumbai Shooters,2012,-,-,-,Action            ,hindi
tt11694720,Chilappol Penkutty,2019,-,-,-,Drama            ,malayalam
tt14216540,Muqaddar,1990,-,-,-,-,punjabi
tt0290680,Jeevanamsam,1968,173 min,-,-,-,tamil
tt0259052,Thasippen,1942,-,-,-,-,tamil
tt5580778,Saawan,2016,137 min,7.4,194,"Drama, Thriller            ",urdu
tt1058549,Mahfil,1981,-,-,-,"Action, Drama, Romance            ",hindi
tt0317935,Muthu Kaalai,1995,-,5.7,17,-,tamil
tt4936532,Be Parda,2005,-,-,-,Thriller            ,hindi
tt1244122,Reshma Te Shera,1976,-,-,-,-,punjabi
tt7997932,Katheyondu Shuruvagide,2018,133 min,7.4,446,"Comedy, Romance            ",kannada
tt0156787,Mehmaan,1972,-,-,-,Animation            ,hindi
tt11866518,Varthamanam,2021,123 min,8.2,152,Drama            ,malayalam
tt4471566,Swami Public Ltd.,2014,104 min,5.7,15,Drama            ,marathi
tt14358494,Soldier,2003,-,-,-,-,urdu
tt0246985,Thiruvarutselvar,1967,-,7.3,45,-,tamil
tt2209830,Welcome to Punjab,2012,-,8.0,14,Drama            ,punjabi
tt4125900, Humsafar,2011–2012,42 min,8.7,22,"Drama, Romance            ",urdu
tt5565670,Ardaas,2016,135 min,8.4,"1,278",Drama            ,punjabi
tt3887574,Diler Hasina,1960,-,-,-,Action            ,hindi
tt5178278,Vedalam,2015,148 min,6.2,"6,140","Action, Drama            ",tamil
tt14371668,Naukr tey Malik,1982,-,-,-,-,punjabi
tt6273048,Yatra Ma Bhetera,2000,-,-,-,"Short, Musical            ",nepali
tt0280395,Adhar,1945,-,-,-,-,hindi
tt3426046,Meendum Vazhven,1971,-,-,-,-,tamil
tt4882066,Jawani Ki Chubhan,2005,-,-,-,Thriller            ,hindi
tt14104196,Saubhagya Kankshini,2001,-,-,-,Family            ,marathi
tt1418673,Hello Kolkata,2008,120 min,6.0,25,Drama            ,bengali
tt0255302,Kavalaam Chundan,1967,136 min,-,-,-,malayalam
tt6545620,Heera Amar Naam,2005,-,-,-,Drama            ,bengali
tt0238193,Duniya Kari Salaam,1979,-,7.0,6,-,marathi
tt11361770,Undercover Rascals,2010,-,-,-,"Action, Comedy            ",tamil
tt0367495,Anbe Sivam,2003,160 min,8.7,"17,437","Adventure, Comedy, Drama            ",tamil
tt6543194,Journey to Petra Global,2011,-,-,-,Animation            ,hindi
tt0351642,Rekshas,1984,-,-,-,-,malayalam
tt5139466,flecked away from home,2015,118 min,-,-,Family            ,bengali
tt9648792,Maayanadhi,2020,125 min,6.1,29,"Drama, Family            ",tamil
tt11291538,Black Warrant,1982,135 min,-,-,"Action, Biography, Crime            ",punjabi
tt0421775,Bose,2004,165 min,4.8,77,Action            ,tamil
tt0470710,Chayam,2004,-,-,-,-,malayalam
tt12868350,Akhiyan,2019,-,-,-,Music            ,punjabi
tt0339350,Manishiko Charithra,1984,-,7.0,6,Drama            ,telugu
tt13485512,Hari Hari Churiyan,2017–2018,-,-,-,"Drama, Romance            ",urdu
tt0829104,Badkaar,1986,129 min,6.7,7,Drama            ,hindi
tt1219390,Zabardast,2007,136 min,4.0,46,"Action, Adventure, Drama            ",marathi
tt14332920,Waris Shah,1964,-,-,-,-,punjabi
-,Redrum,,-,-,-,-,tamil
tt1397136, Coming Up,2003–2013,23 min,7.4,9,Drama            ,urdu
tt1620735,Faisla,1959,-,-,-,Drama            ,urdu
tt7946652,Rendezvous: Unfolding an Unforeseen,I 2018,6 min,-,-,"Short, Drama            ",assamese
tt0417605,Dillagi,1992,-,-,-,Musical            ,urdu
tt0344084,Mukhangal,1982,-,-,-,-,malayalam
tt7770170,Laali,2017,130 min,-,-,-,tamil
tt0378177,Kaanoon Ki Awaaz,1989,127 min,4.1,9,"Action, Crime            ",hindi
tt0272251,Premavijayam,1936,133 min,-,-,-,telugu
tt0353783,Narayam,1993,-,6.4,16,-,malayalam
tt2338269,Sthalam,2012,147 min,-,-,Drama            ,malayalam
tt0247268,Dakshayagnam,1941,184 min,-,-,"Musical, Drama            ",telugu
tt2187972,Shirin Farhad Ki Toh Nikal Padi,2012,111 min,4.2,"1,017",Romance            ,hindi
tt10272284,These Silences Are All the Words,2019,15 min,-,-,"Documentary, Short            ",urdu
tt0156126,Thakara,1980,-,6.9,84,"Drama, Romance            ",malayalam
tt8790332,"One Man, One Passion, One Vision",2018,9 min,-,-,"Short, Biography            ",nepali
tt8185094,Needi Naadi Oke Katha,2018,121 min,7.8,559,Drama            ,telugu
tt7065000,Pick Pocket,1946,-,-,-,Crime            ,hindi
tt2362418,Flashback,III 2011,45 min,8.8,16,"Drama, Family, History            ",bengali
tt8761880,Megham,1970,135 min,-,-,Drama            ,telugu
tt1260382,Meipporul,2009,122 min,7.2,11,"Drama, Thriller            ",tamil
tt0278767,Thaalam,1990,-,-,-,-,malayalam
tt10846072,Delhi Bus,2018,-,-,-,Thriller            ,hindi
tt3377498,Karwat,1982,-,3.8,5,Action            ,hindi
tt3376086,Panchamridham,1978,-,-,-,-,tamil
tt0477255,Allari Bullodu,2005,175 min,3.0,123,Romance            ,telugu
tt12091980,Thinkalazhcha Nishchayam,2021,109 min,9.4,25,"Comedy, Drama, Romance            ",malayalam
tt1305803,King,2008,131 min,6.5,"1,059","Action, Comedy, Crime            ",telugu
tt0299180,Thuldai,1999,-,7.8,18,"Action, Comedy            ",nepali
tt0317434,Enrum Anbudan,1992,-,5.8,5,-,tamil
tt0214603,Country Girl,1936,-,-,-,-,hindi
tt0389761,Anukunnadhi Sadhista,1978,-,-,-,-,telugu
tt0268646,Society Lady,1978,-,-,-,-,malayalam
tt8676856,Aakasa Ramanna,1964,139 min,-,-,Fantasy            ,telugu
-,Neelavelicham,,-,-,-,Drama            ,malayalam
tt0283563,Rakilikal,2000,-,-,-,Musical            ,malayalam
tt9182186,Boota from Toba Tek Singh,1999,-,7.5,8,Comedy            ,oriya
tt2748972,Anyay Hi Anyay,1997,-,-,-,"Action, Crime, Drama            ",hindi
tt5000016,Tanhaiyan Naye Silsilay,2012–2013,-,7.8,13,Drama            ,oriya
tt0232863,Tumcha Aamcha Jamla,1976,-,7.4,12,Comedy            ,marathi
tt0154413,Dil Daulat Duniya,1972,-,6.8,55,"Comedy, Drama            ",hindi
tt12502244,Home Stories,2020,47 min,6.6,18,Comedy            ,hindi
tt1027867,Veer,1995,-,3.8,30,Action            ,hindi
tt4633948,Jatt Soormay,1988,-,-,-,Action            ,punjabi
-,Kerala Thanimayude Thakam,,-,-,-,Documentary            ,malayalam
tt0780046,A Jihad for Love,2007,81 min,6.4,641,Documentary            ,oriya
tt5914668,Guntur Talkies,2016,158 min,5.7,130,Comedy            ,telugu
tt0319289,Dharmam Vellum,1989,-,-,-,-,tamil
tt6634928,Utsav,2014,-,7.3,7,Drama            ,nepali
tt12257480,Ek Sangharsh Mastercha,2018,-,-,-,Biography            ,marathi
tt3822410,Sandamarutham,2015,149 min,4.2,83,"Action, Thriller            ",tamil
tt0353890,Police Diary,1992,-,-,-,"Crime, Drama            ",malayalam
tt11905552,Nayae Peyae,2021,122 min,-,-,Drama            ,tamil
tt0929603,Badradri Ramudu,2004,-,6.1,13,"Musical, Romance            ",telugu
tt1725795,7 Aum Arivu,2011,168 min,6.3,"10,417","Action, Sci-Fi, Thriller            ",tamil
tt1573482,Striker,2010,128 min,6.9,"1,013","Action, Crime, Drama            ",urdu
tt9075404,Chandane Shimpit Ja,1982,-,-,-,Family            ,marathi
tt3451634,Rashichakra: Meen,2011,-,-,-,Drama            ,marathi
tt2342091,Etho Seithai Ennai,2012,-,3.0,5,"Comedy, Family, Romance            ",tamil
-,Have a Nice Life,,82 min,-,-,"Comedy, Drama            ",telugu
tt6890592,Bandit Queen-2,2013,-,-,-,Action            ,hindi
tt8210882,Oka V Chitram,2006,-,6.7,13,Comedy            ,telugu
tt2378057,?: A Question Mark,2012,82 min,5.7,319,"Horror, Mystery, Thriller            ",hindi
tt9476406,Ghajni,1943,-,-,-,Drama            ,hindi
tt6127254,Veera Sivaji,2016,133 min,4.1,110,Action            ,tamil
tt11454430,Jaan to Pyara,2020,130 min,3.5,8,"Action, Family            ",punjabi
tt13010676,Patra,2015,110 min,-,-,Drama            ,tamil
tt0388824,Chandrashekhar Azad,1963,-,-,-,Action            ,hindi
tt13323468,Ravana Desam,2013,121 min,-,-,Drama            ,tamil
tt9877340,Nalpathiyonnu,2019,134 min,5.3,205,"Drama, Romance            ",malayalam
tt2935640,Udeekan,1978,-,-,-,Romance            ,punjabi
tt8162946,Ala Break up Song,2018,5 min,8.6,14,"Short, Musical            ",malayalam
